bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
1,a9e5c9f99bcc16d734251f682758004a3ecc3a1b,b40ac81d4a81736e2b7536b14db4ad070b598d2e,98,https://github.com/FasterXML/jackson-core/issues/98
2,098ece8564ed5d37f483c3bfb45be897ed8974cd,38d6e35d1f1a9b48193804925517500de8efee1f,105,https://github.com/FasterXML/jackson-core/issues/105
3,7ee38785ecdd2f5a56a41302d4482675ce0d7e68,911cca0254267decd90a4b6a9c0610549309a451,111,https://github.com/FasterXML/jackson-core/issues/111
4,7317dc95b0c9d09b94f37c8ae3a48de8b37729cc,3baa7d6742f7460bfb0af8edf48bf1575658109a,152,https://github.com/FasterXML/jackson-core/issues/152
5,bfdc2852923f671452c66ddf261c87e7e2e5b497,0d9cd9fa434c0070638332b7f2243af0277461eb,173,https://github.com/FasterXML/jackson-core/issues/173
6,0d9cd9fa434c0070638332b7f2243af0277461eb,d99951470163764b3e01a119dab2822e5fd98204,176,https://github.com/FasterXML/jackson-core/issues/176
7,b0ceb4eeb69f20f0e4242736ae3e19ed2b9c5da3,5cddffa133e7de41fa9efb5962cf3d0cff9b3e89,177,https://github.com/FasterXML/jackson-core/issues/177
8,ac6d8e22847c19b2695cbd7d1f418e07a9a3dbb2,11f0b4090937b2aa998734aa2bf032ee8c428e84,182,https://github.com/FasterXML/jackson-core/issues/182
9,4b041e97686325afb2341ea009eb005e0b42d112,698f3a73d4e20594357e10fc7bb5db57bb8f7780,188,https://github.com/FasterXML/jackson-core/issues/188
10,a71a00e595f87a8eb4a58778e21cf8dab788eb04,c2823b4de28120d86aeba9215f0231d990a8eb47,207,https://github.com/FasterXML/jackson-core/issues/207
11,7ca3d1cb6f1317863b5b04a1b0a7bac2aee5eefd,be4386724ff18232aff492cb9145288df86ea61c,216,https://github.com/FasterXML/jackson-core/issues/216
12,8d200d4ac45a37d4fba68064961b0c68d0f076b2,fede6c9df74d370f2e728b5c46e14bd570abb83c,37,https://github.com/FasterXML/jackson-core/issues/37
13,350bb8f1d2727defbf75d5de38df694857505688,d58d420f116e854bfd7b155cc1aed4e32939e1da,246,https://github.com/FasterXML/jackson-core/pull/246
14,383f63242c59628d7bcef15a73eb1c9d44d7fb56,3c2c9610b6c76e2b348eb057d0a8268681d573a6,255,https://github.com/FasterXML/jackson-core/issues/255
15,df96e221d14616b532e45657d584d2fc4b42df03,ecf088c391de0deb5a4297e51e9ce960b3924e09,209,https://github.com/FasterXML/jackson-core/issues/209
16,4601785ebbfe44dfdd40f55405cfdab544e58586,e052c319eccd6086c28fa5371807d887ebe302cf,296,https://github.com/FasterXML/jackson-core/issues/296
17,d32c85f8081f96d0cccbc9193407601fec95d406,554f8db0f940b2a53f974852a2af194739d65200,307,https://github.com/FasterXML/jackson-core/issues/307
18,956e0ce3e982947385a71f3e64748a2a6404cb4f,96642978dcf1b69cba68ec72cb2f652d59a8b5be,315,https://github.com/FasterXML/jackson-core/issues/315
19,930edea65e6382c0158876ad773ab1d87f67e5dd,345cad5b2f4c06a1bcc6794311a31226e9f2bce7,317,https://github.com/FasterXML/jackson-core/issues/317
20,1a5c3655e2b1646c2b68bb40c99f7a7e62fa958a,fa64390b1bd5f1435daa9d2b17a58594cfb22817,318,https://github.com/FasterXML/jackson-core/issues/318
21,8296172c76c43edfb9831eac7fc012e4a32806ad,96faf2ecd985dfc838e2bf6f6ae4d9d4b310861b,330,https://github.com/FasterXML/jackson-core/issues/330
22,74564bfb7ca768067b5554dc7c4373f43b8be94b,6feec20c842586056aa5b19c402b26be08c88ca3,208,https://github.com/FasterXML/jackson-core/issues/208
23,dc5c82e4af87577ac1b540b3f7e9279159185278,157f2c490003c7494af8ecb7d57880cda1fde736,502,https://github.com/FasterXML/jackson-core/issues/502
24,35f3ab4d0512edc2d1ce13a7f43cd75b3c63c797,c4dd84e4d505baa90d8d1675c1f60f8d6ce90db8,508,https://github.com/FasterXML/jackson-core/issues/508
25,3d3dedc656e331ab1a9e28efcde96bf71c347daa,ad47c206f4fbf22f439f3d66871757891f549f6a,510,https://github.com/FasterXML/jackson-core/pull/510
26,eb477b85f74a2a1250ba6294cf4086d496830e27,d83ce8aec99f4e99afdf8fd172d77ce771f8ea35,531,https://github.com/FasterXML/jackson-core/issues/531
