bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
1,77add7946ea5bca622b1f4f654f97e62f6db1e95,27a52f90a25699bebe23ff1ff94d6db361fdb11d,23,https://github.com/jhy/jsoup/issues/23
2,27a52f90a25699bebe23ff1ff94d6db361fdb11d,bb4ead7c350695c1ed3c52d028090da4d4cecd1e,22,https://github.com/jhy/jsoup/issues/22
3,5599adfa2bd30d9784c1eed07b24a31f458f0a58,0081d162cca8ad23b500b53799195fec644f261b,21,https://github.com/jhy/jsoup/issues/21
4,f548940dd8be5f8c93ef17a8896b2807aa2a08bc,5e52f1b266173593fab32fe9d8a4963066b2f2fe,31,https://github.com/jhy/jsoup/issues/31
5,5e52f1b266173593fab32fe9d8a4963066b2f2fe,62afbdf6a85fec75fde38d327928a180bc5bccb3,32,https://github.com/jhy/jsoup/issues/32
6,0b56f3e5e012e689af8dda0e96d6e0c9f31853b6,20ed24cefb5df53c48021459af98bef83c55f241,34,https://github.com/jhy/jsoup/issues/34
7,08a3d67273f31718acde383a4c5158bed9c506b2,82855b07f5336d30c70dc20548ab7ab8adeac05e,43,https://github.com/jhy/jsoup/issues/43
8,82855b07f5336d30c70dc20548ab7ab8adeac05e,da9b977ef99e2595602a964561906a930b4332f3,45,https://github.com/jhy/jsoup/issues/45
9,da9b977ef99e2595602a964561906a930b4332f3,2e4969497c5734d90d394103728bb517644f9157,46,https://github.com/jhy/jsoup/issues/46
10,9dcc488f3c6afb691e49af42755cfd61b0a69d04,adce18ec3d06b849886d203fe932205f312cc37f,49,https://github.com/jhy/jsoup/issues/49
11,13c2af3f24fceda5b44776a5257112ac7218d038,f462438f2ebfb354c823cd2c0b677b0674f0e80c,36,https://github.com/jhy/jsoup/issues/36
12,43a39b308abfbe39ea06729277d0630786b9956d,d0a7e3a00350ea9bdca6a1f005ccc75e5b2d19d4,52,https://github.com/jhy/jsoup/issues/52
13,71608a8424e1ad5d110a71d93313c370b2923411,411c01ff53f56f0b84bee210ad75c8c2114efa55,97,https://github.com/jhy/jsoup/issues/97
